idacr	leader	plad_id	archigos_id	startdate	enddate	startyear	endyear	adm0	adm1	adm2	country	continent	latitude	longitude	geoname	geo_precision	foreign_leader	ethnicity1	ethnicity2	ethnicity_geoepr1	ethnicity_geoepr2	ethnicitysource1	ethnicitysource2	ethnicity_precision	entry	exit	gender	yrborn	birthdate	uid	id_0	id_1	id_2	gid_0	gid_1	gid_2	edu_name	edu_r	birthplace_comment_external	ethnicity_comment_external
"SLV"	"Borut Pahor"	"SLV_2008_1"	"825272d6-1e42-11e4-b4cd-db5882bf8def"	2008-11-21	2012-02-10	2008.0	2012.0	"Slovenia"	"Notranjsko-kra��ka"	"Postojna"	"Slovenia"	"Europe"	45.77435	14.21528	"Postojna"	1	"0"	"Slovenian"	"."	"Slovenes"	"."	"http://pretsedatel.mk/en/president-pendarovski-meets-with-slovenian-president-pahor/"	"https://peoplepill.com/people/borut-pahor/"	3	"Regular"	"Regular"	"M"	1963	1963-11-02	"86709"	"208"	"5"	"63"	"SVN"	"SVN.5_1"	"SVN.5.6_1"	"."	6	"."	"."
"SLV"	"Janez Jansa"	"SLV_2012_1"	"821ca82c-1e42-11e4-b4cd-db5882bf8def"	2012-02-10	2013-03-20	2012.0	2013.0	"Slovenia"	"Osrednjeslovenska"	"Grosuplje"	"Slovenia"	"Europe"	45.95556	14.65889	"Grosuplje"	1	"0"	"Slovenian"	"."	"Slovenes"	"."	"Janez Jan��a, Okopi (Ljubljana: Mladinska knjiga, 1994)"	"https://peoplepill.com/people/janez-jansa/"	2	"Regular"	"Regular"	"M"	1958	1958-09-17	"85607"	"208"	"7"	"77"	"SVN"	"SVN.7_1"	"SVN.7.7_1"	"Degree in defence studies (diploma)"	6	"."	"."
"SLV"	"Bratusek"	"SLV_2013_1"	"149e8af9-aae0-11e4-b3bc-29f2fa19767e"	2013-03-20	2014-09-18	2013.0	2014.0	"Slovenia"	"Savinjska"	"Celje"	"Slovenia"	"Europe"	46.23092	15.26044	"Celje"	1	"0"	"Slovenian"	"."	"Slovenes"	"."	"https://peoplepill.com/people/alenka-bratusek/"	"https://www.munzinger.de/search/portrait/Alenka+Bratusek/0/29530.html"	1	"Regular"	"Regular"	"F"	1970	1970-03-31	"83304"	"208"	"10"	"157"	"SVN"	"SVN.10_1"	"SVN.10.3_1"	"Master��s degree in management"	7	"."	"."
"SLV"	"Cerar"	"SLV_2014_1"	"149eb206-aae0-11e4-b3bc-29f2fa19767e"	2014-09-18	2018-09-13	2014.0	2018.0	"Slovenia"	"Osrednjeslovenska"	"Ljubljana"	"Slovenia"	"Europe"	46.05108	14.50513	"Ljubljana"	1	"0"	"Slovenian"	"."	"Slovenes"	"."	"https://ethnicelebs.com/miro-cerar"	"."	2	"Regular"	"Regular"	"M"	1963	1963-08-25	"84609"	"208"	"7"	"84"	"SVN"	"SVN.7_1"	"SVN.7.14_1"	"PhD in law"	8	"."	"."
"SLV"	"Sarec"	"SLV_2018_1"	"."	2018-09-13	2020-03-13	2018.0	2020.0	"Slovenia"	"Osrednjeslovenska"	"Ljubljana"	"Slovenia"	"Europe"	46.05108	14.50513	"Ljubljana"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1977	1977-12-02	"84609"	"208"	"7"	"84"	"SVN"	"SVN.7_1"	"SVN.7.14_1"	"Bachelor��s degree in arts"	6	"."	"."
"SLV"	"Janez Jansa"	"SLV_2020_1"	"."	2020-03-13	2022-06-01	2020.0	2022.0	"Slovenia"	"Osrednjeslovenska"	"Grosuplje"	"Slovenia"	"Europe"	45.95556	14.65889	"Grosuplje"	1	"0"	"Slovenian"	"."	"Slovenes"	"."	"https://en.wikipedia.org/wiki/Janez_Jan%C5%A1a"	"https://peoplepill.com/people/janez-jansa/"	2	"Regular"	"Regular"	"M"	1958	1958-09-17	"85607"	"208"	"7"	"77"	"SVN"	"SVN.7_1"	"SVN.7.7_1"	"Degree in defence studies"	6	"."	"."
"SLV"	"Robert Golob"	"SLV_2022_1"	"."	2022-06-01	2023-12-31	2022.0	2023.0	"Slovenia"	"Gori��ka"	"��empeter-Vrtojba"	"Slovenia"	"Europe"	45.92648	13.649	"Sempeter pri Gorici"	1	"0"	"Slovenian"	"."	"Slovenes"	"."	"https://en.wikipedia.org/wiki/Robert_Golob"	"."	2	"Regular"	"Still in Office"	"M"	1967	1967-01-23	"."	"."	"."	"."	"SVN"	"SVN.2_1"	"SVN.2.10_1"	"PhD in electrical engineering"	8	"."	"."
"SOL"	"Mamaloni"	"SOL_1989_1"	"824f6586-1e42-11e4-b4cd-db5882bf8def"	1989-03-28	1993-06-18	1989.0	1993.0	"Solomon Islands"	"Makira Ulawa"	"Arosi South"	"Solomon Islands"	"Oceania"	-10.31808	161.27495	"Rumahui"	1	"0"	"Native"	"."	"."	"."	"http://press-files.anu.edu.au/downloads/press/p319171/pdf/ch033.pdf"	"."	2	"Regular"	"Regular"	"M"	1943		"338191"	"209"	"6"	"80"	"SLB"	"SLB.6_1"	"SLB.6.3_1"	"Degree from Te Aute College"	6	"."	"."
"SOL"	"Hilly"	"SOL_1993_1"	"824f9656-1e42-11e4-b4cd-db5882bf8def"	1993-06-18	1994-10-31	1993.0	1994.0	"Solomon Islands"	"Western"	"North Ranongga"	"Solomon Islands"	"Oceania"	-7.94449	156.55228	"Emu Harbour"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Irregular"	"M"	1947		"331347"	"209"	"10"	"160"	"."	"."	"."	"."	6	"."	"."
"SOL"	"Mamaloni"	"SOL_1994_1"	"824f6586-1e42-11e4-b4cd-db5882bf8def"	1994-10-31	1997-08-27	1994.0	1997.0	"Solomon Islands"	"Makira Ulawa"	"Arosi South"	"Solomon Islands"	"Oceania"	-10.31808	161.27495	"Rumahui"	1	"0"	"Native"	"."	"."	"."	"http://press-files.anu.edu.au/downloads/press/p319171/pdf/ch033.pdf"	"."	2	"Irregular"	"Regular"	"M"	1943		"338191"	"209"	"6"	"80"	"SLB"	"SLB.6_1"	"SLB.6.3_1"	"Degree from Te Aute College"	6	"."	"."
"SOL"	"Ulufa'alu"	"SOL_1997_1"	"824f9657-1e42-11e4-b4cd-db5882bf8def"	1997-08-27	2000-06-05	1997.0	2000.0	"Solomon Islands"	"Malaita"	"Langalanga"	"Solomon Islands"	"Oceania"	-8.89784	160.73444	"Alite"	2	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Irregular"	"M"	1950		"336711"	"209"	"7"	"113"	"SLB"	"SLB.7_1"	"SLB.7.16_1"	"."	6	"."	"."
"SOL"	"Manasseh Sogavare"	"SOL_2000_1"	"824f9658-1e42-11e4-b4cd-db5882bf8def"	2000-06-30	2001-12-17	2000.0	2001.0	"Solomon Islands"	"."	"."	"Solomon Islands"	"Oceania"			"Oro Province PNG"	4	"1"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1955	1955-01-17	"."	"."	"."	"."	"."	"."	"."	"."		"."	"."
"SOL"	"Kemakeza"	"SOL_2001_1"	"824f9659-1e42-11e4-b4cd-db5882bf8def"	2001-12-17	2006-04-20	2001.0	2006.0	"Solomon Islands"	"Central"	"North Savo"	"Solomon Islands"	"Oceania"	-9.13087	159.81248	"Savo Island"	2	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1951		"336906"	"209"	"1"	"5"	"SLB"	"SLB.1_1"	"SLB.1.5_1"	"."		"."	"."
"SOL"	"Rini"	"SOL_2006_1"	"825612a6-1e42-11e4-b4cd-db5882bf8def"	2006-04-20	2006-05-04	2006.0	2006.0	"Solomon Islands"	"Western"	"North Vangunu"	"Solomon Islands"	"Oceania"	-8.52132	158.0734	"Telina island"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Irregular"	"M"	1949		"334657"	"209"	"10"	"174"	"SLB"	"SLB.10_1"	"SLB.10.17_1"	"."		"."	"."
"SOL"	"Manasseh Sogavare"	"SOL_2006_2"	"824f9658-1e42-11e4-b4cd-db5882bf8def"	2006-05-04	2007-12-20	2006.0	2007.0	"Solomon Islands"	"."	"."	"Solomon Islands"	"Oceania"			"Oro Province PNG"	4	"1"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1955	1955-01-17	"."	"."	"."	"."	"."	"."	"."	"."		"."	"."
"SOL"	"Sikua"	"SOL_2007_1"	"825612a8-1e42-11e4-b4cd-db5882bf8def"	2007-12-20	2010-08-25	2007.0	2010.0	"Solomon Islands"	"Guadalcanal"	"."	"Solomon Islands"	"Oceania"	-9.63333	160.2	"Guadalcanal Province"	4	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1959		"."	"209"	"3"	"."	"SLB"	"SLB.3_1"	"."	"."	7	"."	"."
"SOL"	"Danny Philip"	"SOL_2010_1"	"825612a9-1e42-11e4-b4cd-db5882bf8def"	2010-08-25	2011-11-16	2010.0	2011.0	"Solomon Islands"	"Western"	"South Rendova"	"Solomon Islands"	"Oceania"	-8.550931	157.30862	"Rendova Island"	2	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1951		"335341"	"209"	"10"	"181"	"SLB"	"SLB.10_1"	"SLB.10.24_1"	"."		"."	"."
"SOL"	"Darcy Lilo"	"SOL_2011_1"	"825612aa-1e42-11e4-b4cd-db5882bf8def"	2011-11-16	2014-12-09	2011.0	2014.0	"Solomon Islands"	"Western"	"South Kolombangara"	"Solomon Islands"	"Oceania"	-8.024252	157.04646	"Ghatere"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1965	1965-08-28	"330231"	"209"	"10"	"179"	"SLB"	"SLB.10_1"	"SLB.10.22_1"	"."	7	"."	"."
"SOL"	"Manasseh Sogavare"	"SOL_2014_1"	"824f9658-1e42-11e4-b4cd-db5882bf8def"	2014-12-09	2017-11-15	2014.0	2017.0	"Solomon Islands"	"."	"."	"Solomon Islands"	"Oceania"			"Oro Province PNG"	4	"1"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1955	1955-01-17	"."	"."	"."	"."	"."	"."	"."	"."		"."	"."
"SOL"	"Rick Houenipwela"	"SOL_2017_1"	"."	2017-11-15	2019-04-24	2017.0	2019.0	"Solomon Islands"	"Malaita"	"Asimae"	"Solomon Islands"	"Oceania"	-9.5696	161.43625	"Riverside"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Regular"	"M"	1958	1958-08-08	"337353"	"209"	"7"	"102"	"SLB"	"SLB.7_1"	"SLB.7.5_1"	"Bachelor��s degree in accounting"	6	"."	"."
"SOL"	"Manasseh Sogavare"	"SOL_2019_1"	"."	2019-04-24	2023-12-31	2019.0	2023.0	"Solomon Islands"	"."	"."	"Solomon Islands"	"Oceania"			"Oro Province PNG"	4	"1"	"."	"."	"."	"."	"."	"."		"Regular"	"Still in Office"	"M"	1955	1955-01-17	"."	"."	"."	"."	"."	"."	"."	"."		"."	"."
"SOM"	"Siad Barre"	"SOM_1969_1"	"82332a61-1e42-11e4-b4cd-db5882bf8def"	1969-10-21	1991-01-26	1969.0	1991.0	"Ethiopia"	"Somali"	"Korahe"	"Somalia"	"Africa"	6.08325	44.763927	"Shilabo"	1	"1"	"Somali (Ogaden)"	"."	"Somali"	"."	"https://rlp.hds.harvard.edu/faq/ogaden"	"https://face2faceafrica.com/article/from-popular-leader-to-dictator-the-rise-and-fall-of-former-somalia-president-siad-barre"	1	"Irregular"	"Irregular"	"M"	1912		"134459"	"74"	"9"	"48"	"ETH"	"ETH.9_1"	"ETH.9.5_1"	"."	5	"Barre was born in present-day Ethiopia. Conflicting information on Barre's origin exist, stating as an alternative Garbahaarrey, Gedo, Somalia (https://de.wikipedia.org/wiki/Siad_Barre)."	"."
"SOM"	"Hassan Sheikh Mohamud"	"SOM_2012_1"	"149f9c67-aae0-11e4-b3bc-29f2fa19767e"	2012-09-16	2017-02-16	2012.0	2017.0	"Somalia"	"Hiiraan"	"Jalalaqsi"	"Somalia"	"Africa"	3.385083	45.59599	"Jalalaqsi"	1	"0"	"Somali (Ogaden)"	"."	"Somali"	"."	"https://www.apnews.com/39dee05fb8634cbea7da86e75eb81c86"	"https://www.bbc.com/news/world-africa-19556383"	1	"Regular"	"Regular"	"M"	1955	1955-11-09	"135595"	"210"	"8"	"34"	"SOM"	"SOM.8_1"	"SOM.8.3_1"	"Master��s degree in engineering"	7	"."	"."
"SOM"	"Mohamed Abdullahi Mohamed"	"SOM_2017_1"	"."	2017-02-16	2022-05-23	2017.0	2022.0	"Somalia"	"Banaadir"	"Mogadisho"	"Somalia"	"Africa"	2.03711	45.34375	"Mogadishu"	1	"0"	"Somali (Ogaden)"	"."	"Somali"	"."	"https://www.politico.com/magazine/story/2017/02/how-an-american-bureaucrat-became-president-of-somalia-214798"	"https://www.africanews.com/2017/02/28/profile-somalia-s-cheese-president-mohammed-abdullahi-mohammed-farmajo//"	1	"Regular"	"Regular"	"M"	1962	1962-03-11	"136703"	"210"	"3"	"10"	"SOM"	"SOM.3_1"	"SOM.3.1_1"	"Master��s degree in political science"	7	"."	"."
"SOM"	"Hassan Sheikh Mohamud"	"SOM_2022_1"	"."	2022-05-23	2023-12-31	2022.0	2023.0	"Somalia"	"Hiiraan"	"Jalalaqsi"	"Somalia"	"Africa"	3.385083	45.59599	"Jalalaqsi"	1	"0"	"Somali (Ogaden)"	"."	"Somali"	"."	"https://russiancouncil.ru/en/analytics-and-comments/interview/hassan-sheikh-mohamud-the-time-has-come-for-africans-to-start-doing-business-amongst-themselves/"	"."	2	"Regular"	"Still in Office"	"M"	1955	1955-11-09	"."	"."	"."	"."	"SOM"	"SOM.8_1"	"SOM.8.3_1"	"PhD in Peace, Governance and Development"	8	"."	"."
"SPN"	"Gonzalez Marquez"	"SPN_1982_1"	"82122a71-1e42-11e4-b4cd-db5882bf8def"	1982-12-02	1996-05-05	1982.0	1996.0	"Spain"	"Andaluc��a"	"Sevilla"	"Spain"	"Europe"	37.38283	-5.97317	"Seville"	1	"0"	"Spanish"	"."	"Spanish"	"."	"https://geneall.net/es/name/467731/felipe-gonzalez-marquez/"	"http://ethnicelebs.com/felipe-gonzalez"	1	"Regular"	"Regular"	"M"	1942	1942-03-05	"122167"	"215"	"1"	"8"	"ESP"	"ESP.1_1"	"ESP.1.8_1"	"."	6	"."	"."
"SPN"	"Aznar"	"SPN_1996_1"	"82122a72-1e42-11e4-b4cd-db5882bf8def"	1996-05-05	2004-04-17	1996.0	2004.0	"Spain"	"Comunidad de Madrid"	"Madrid"	"Spain"	"Europe"	40.4165	-3.70256	"Madrid"	1	"0"	"Spanish"	"Basque"	"Spanish"	"Basques"	"https://www.geni.com/people/Jos%C3%A9-Mar%C3%ADa-Aznar-L%C3%B3pez-Presidente-del-Gobierno-de-Espa%C3%B1a/6000000016650241326"	"https://ifc.dpz.es/recursos/publicaciones/32/79/18ruizcarnicer.pdf"	3	"Regular"	"Regular"	"M"	1953	1953-02-25	"115621"	"215"	"8"	"33"	"ESP"	"ESP.8_1"	"ESP.8.1_1"	"."	7	"."	"."
"SPN"	"Rodriguez Zapatero"	"SPN_2004_1"	"82125b42-1e42-11e4-b4cd-db5882bf8def"	2004-04-17	2011-12-20	2004.0	2011.0	"Spain"	"Castilla y Le��n"	"Valladolid"	"Spain"	"Europe"	41.65518	-4.72372	"Valladolid"	1	"0"	"Spanish"	"."	"Spanish"	"."	"https://www.nndb.com/people/642/000044510/"	"http://ethnicelebs.com/jose-luis-rodriguez-zapatero"	1	"Regular"	"Regular"	"M"	1960		"109654"	"215"	"5"	"25"	"ESP"	"ESP.5_1"	"ESP.5.8_1"	"."	6	"."	"."
"SPN"	"Mariano Rajoy Brey"	"SPN_2011_1"	"82517ea8-1e42-11e4-b4cd-db5882bf8def"	2011-12-20	2018-06-01	2011.0	2018.0	"Spain"	"Galicia"	"A Coru��a"	"Spain"	"Europe"	42.88052	-8.54569	"Santiago de Compostela"	1	"0"	"Spanish-Galician"	"French"	"Spanish"	"Galician"	"https://www.ft.com/content/4304f0ba-5efc-11e2-9f18-00144feab49a#axzz2Pu8qIrH6"	"http://ethnicelebs.com/mariano-rajoy"	1	"Regular"	"Regular"	"M"	1955	1955-03-27	"104898"	"215"	"12"	"40"	"ESP"	"ESP.12_1"	"ESP.12.1_1"	"."	7	"."	"."
"SPN"	"Pedro S��nchez"	"SPN_2018_1"	"."	2018-06-01	2023-12-31	2018.0	2023.0	"Spain"	"Comunidad de Madrid"	"Madrid"	"Spain"	"Europe"	40.4165	-3.70256	"Madrid"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Still in Office"	"M"	1972	1972-02-29	"115621"	"215"	"8"	"33"	"ESP"	"ESP.8_1"	"ESP.8.1_1"	"PhD in economics"	8	"."	"."
"SRI"	"Premadasa"	"SRI_1989_1"	"8249ac8e-1e42-11e4-b4cd-db5882bf8def"	1989-01-02	1993-05-01	1989.0	1993.0	"Sri Lanka"	"Colombo"	"Colombo"	"Sri Lanka"	"Asia"	6.927079	79.861244	"Colombo"	1	"0"	"Sinhalese"	"."	"Sinhalese"	"."	"https://www.britannica.com/biography/Ranasinghe-Premadasa"	"https://apnews.com/7eeb380c1eb34b71ad12c473899b87e4"	1	"Regular"	"Irregular"	"M"	1924	1924-06-23	"257291"	"217"	"5"	"69"	"LKA"	"LKA.5_1"	"LKA.5.1_1"	"."	4	"."	"."
"SRI"	"Wijetunge"	"SRI_1993_1"	"8249ac8f-1e42-11e4-b4cd-db5882bf8def"	1993-05-01	1994-11-12	1993.0	1994.0	"Sri Lanka"	"Kandy"	"Udunuwara"	"Sri Lanka"	"Asia"	7.223	80.5573	"Udunuwara unit"	3	"0"	"Sinhalese"	"."	"Sinhalese"	"."	"https://www.thetimes.co.uk/article/dingiri-banda-wijetunga-sri-lankan-leader-jgrvt52c9fd"	"https://en.wikipedia.org/wiki/Dingiri_Banda_Wijetunga"	3	"Regular"	"Regular"	"M"	1922	1922-02-15	"256374"	"217"	"11"	"169"	"LKA"	"LKA.11_1"	"LKA.11.19_1"	"."	6	"."	"."
"SRI"	"Kumaratunga"	"SRI_1994_1"	"8249ac90-1e42-11e4-b4cd-db5882bf8def"	1994-11-12	2005-11-19	1994.0	2005.0	"Sri Lanka"	"Colombo"	"Colombo"	"Sri Lanka"	"Asia"	6.927079	79.861244	"Colombo"	1	"0"	"Sinhalese"	"."	"Sinhalese"	"."	"https://www.nytimes.com/2000/10/08/magazine/the-blood-all-over.html"	"."	2	"Regular"	"Regular"	"F"	1945	1945-06-29	"257291"	"217"	"5"	"69"	"LKA"	"LKA.5_1"	"LKA.5.1_1"	"."	7	"."	"."
"SRI"	"Rajapakse"	"SRI_2005_1"	"82554f4e-1e42-11e4-b4cd-db5882bf8def"	2005-11-19	2015-01-09	2005.0	2015.0	"Sri Lanka"	"Hambantota"	"Weeraketiya"	"Sri Lanka"	"Asia"	6.1667	80.7467	"Weerakatiya"	1	"0"	"Sinhalese"	"."	"Sinhalese"	"."	"https://www.aljazeera.com/news/southasia/2019/08/gotabaya-rajapaksa-launches-sri-lanka-presidential-bid-190811173102772.html"	"https://www.nytimes.com/reuters/2019/11/12/world/asia/12reuters-sri-lanka-election.html"	3	"Regular"	"Regular"	"F"	1945	1945-11-18	"259029"	"217"	"8"	"122"	"LKA"	"LKA.8_1"	"LKA.8.11_1"	"."	6	"."	"."
"SRI"	"Maithripala Sirisena"	"SRI_2015_1"	"43fa7166-de6a-11e5-ba44-bb6d7c1a9a58"	2015-01-09	2019-11-18	2015.0	2019.0	"Sri Lanka"	"Gampaha"	"Gampaha"	"Sri Lanka"	"Asia"	7.0746	79.9782	"Yagoda"	1	"0"	"Sinhalese"	"."	"Sinhalese"	"."	"https://www.bbc.com/news/world-asia-30708899"	"https://www.scmp.com/news/asia/south-asia/article/2188920/sri-lankan-president-maithripala-sirisena-abandons-promise"	1	"Regular"	"Regular"	"F"	1951	1951-08-03	"256791"	"217"	"7"	"103"	"LKA"	"LKA.7_1"	"LKA.7.5_1"	"Degree in political science"	6	"."	"."
"SRI"	"Gotabaya Rajapaksa"	"SRI_2019_1"	"."	2019-11-18	2022-07-14	2019.0	2022.0	"Sri Lanka"	"Matara"	"Thihagoda"	"Sri Lanka"	"Asia"	5.98333	80.51667	"Palatuwa"	1	"0"	"Sinhalese"	"."	"Sinhalese"	"."	"https://www.britannica.com/biography/Gotabaya-Rajapaksa"	"https://www.dw.com/en/rajapaksa-the-rise-and-fall-of-sri-lankas-powerful-political-dynasty/a-62458780"	1	"Regular"	"Irregular"	"M"	1949	1949-06-20	"259277"	"217"	"17"	"245"	"LKA"	"LKA.17_1"	"LKA.17.14_1"	"Master��s degree in defence studies"	7	"."	"."
"SRI"	"Ranil Wickremesinghe"	"SRI_2022_1"	"."	2022-07-14	2023-12-31	2022.0	2023.0	"Sri Lanka"	"Colombo"	"Colombo"	"Sri Lanka"	"Asia"	6.927079	79.861244	"Colombo"	1	"0"	"Sinhalese"	"."	"Sinhalese"	"."	"https://www.thefamouspeople.com/profiles/ranil-wickremasinghe-6915.php"	"https://en.wikipedia.org/wiki/Ranil_Wickremesinghe"	2	"Regular"	"Still in Office"	"M"	1949	1949-03-24	"."	"."	"."	"."	"LKA"	"LKA.5_1"	"LKA.5.1_1"	"Degree in law"	7	"."	"."
"SSD"	"Salva Kiir"	"SSD_2011_1"	"149fea92-aae0-11e4-b3bc-29f2fa19767e"	2011-07-09	2023-12-31	2011.0	2023.0	"South Sudan"	"Warap"	"Gogrial"	"South Sudan"	"Africa"	8.53324	28.10037	"Gogrial State"	4	"0"	"Dinka"	"."	"Dinka"	"."	"https://www.bbc.com/news/world-africa-12107760"	"https://www.euronews.com/2011/01/15/who-is-salva-kiir"	1	"Regular"	"Still in Office"	"M"	1951	1951-09-13	"."	"214"	"8"	"."	"SSD"	"SSD.8_1"	"."	"Military degree"	6	"."	"."
"SUD"	"Al-Bashir"	"SUD_1989_1"	"823c8325-1e42-11e4-b4cd-db5882bf8def"	1989-06-30	2019-04-11	1989.0	2019.0	"Sudan"	"River Nile"	"Shendi"	"Sudan"	"Africa"	16.659607	33.34581	"Hosh Bannaga"	1	"0"	"Ja'alin"	"."	"Shaygiyya, Ja'aliyyin and Danagla (Arab)"	"."	"http://www.sudantribune.com/+-Omar-Hassan-al-Bashir,126-+"	"https://jamestown.org/program/a-revolution-not-like-the-others-directions-in-terrorism-and-counter-terrorism-in-a-post-bashir-sudan/"	1	"Irregular"	"Irregular"	"M"	1944	1944-01-01	"129639"	"218"	"12"	"57"	"SDN"	"SDN.12_1"	"SDN.12.6_1"	"."	6	"."	"."
"SUD"	"Abdel Fattah al-Burhan"	"SUD_2019_1"	"."	2019-04-11	2023-12-31	2019.0	2023.0	"Sudan"	"River Nile"	"."	"Sudan"	"Africa"	19.0	33.2	"River Nile"	4	"0"	"."	"."	"."	"."	"."	"."		"Irregular"	"Still in Office"	"M"	1960	1960-04-11	"."	"218"	"12"	"."	"SDN"	"SDN.12_1"	"."	"Military degree"	6	"."	"."
"SUR"	"Shankar"	"SUR_1988_1"	"81f6b2a3-1e42-11e4-b4cd-db5882bf8def"	1988-01-25	1990-12-24	1988.0	1990.0	"Suriname"	"Paramaribo"	"Munder"	"Suriname"	"Americas"	5.852038	-55.20383	"Paramaribo"	1	"0"	"Hindustani"	"."	"East Indians"	"."	"https://es.wikipedia.org/wiki/Ramsewak_Shankar"	"."	3	"Regular"	"Irregular"	"M"	1937		"14580"	"219"	"7"	"35"	"SUR"	"SUR.7_1"	"SUR.7.7_1"	"."	7	"."	"."
"SUR"	"Graanoogst"	"SUR_1990_1"	"81f6b2a4-1e42-11e4-b4cd-db5882bf8def"	1990-12-24	1990-12-29	1990.0	1990.0	"Suriname"	"Paramaribo"	"Munder"	"Suriname"	"Americas"	5.852038	-55.20383	"Paramaribo"	1	"0"	"."	"."	"."	"."	"."	"."		"Irregular"	"Regular"	"M"	1937		"14580"	"219"	"7"	"35"	"SUR"	"SUR.7_1"	"SUR.7.7_1"	"."		"."	"."
"SUR"	"Kraag"	"SUR_1990_2"	"81f6b2a5-1e42-11e4-b4cd-db5882bf8def"	1990-12-29	1991-09-16	1990.0	1991.0	"Suriname"	"Coronie"	"Welgelegen"	"Suriname"	"Americas"	5.85487	-56.26051	"Hamilton"	1	"0"	"Creole"	"."	"Creole"	"."	"https://www.globalsecurity.org/military/world/caribbean/sr-political-parties.htm"	"."	3	"Regular"	"Regular"	"M"	1913		"14582"	"219"	"3"	"15"	"SUR"	"SUR.3_1"	"SUR.3.3_1"	"."		"."	"."
"SUR"	"Venetiaan"	"SUR_1991_1"	"81f6b2a6-1e42-11e4-b4cd-db5882bf8def"	1991-09-16	1996-09-15	1991.0	1996.0	"Suriname"	"Paramaribo"	"Munder"	"Suriname"	"Americas"	5.852036	-55.203827	"Paramaribo"	1	"0"	"Afro-Surinamese"	"."	"Maroons"	"."	"https://en.wikipedia.org/wiki/Afro-Surinamese_people"	"."	3	"Regular"	"Regular"	"M"	1936		"14580"	"219"	"7"	"35"	"SUR"	"SUR.7_1"	"SUR.7.7_1"	"Master��s degree in mathematics and physics (doctorandus)"	7	"."	"."
"SUR"	"Wijdenbosch"	"SUR_1996_1"	"81f6e376-1e42-11e4-b4cd-db5882bf8def"	1996-09-15	2000-08-12	1996.0	2000.0	"Suriname"	"Paramaribo"	"Munder"	"Suriname"	"Americas"	5.852038	-55.20383	"Paramaribo"	1	"0"	"Afro-Surinamese"	"."	"Maroons"	"."	"https://en.wikipedia.org/wiki/Afro-Surinamese_people"	"."	3	"Regular"	"Regular"	"M"	1941		"14580"	"219"	"7"	"35"	"SUR"	"SUR.7_1"	"SUR.7.7_1"	"."		"."	"."
"SUR"	"Venetiaan"	"SUR_2000_1"	"81f6b2a6-1e42-11e4-b4cd-db5882bf8def"	2000-08-12	2010-08-12	2000.0	2010.0	"Suriname"	"Paramaribo"	"Munder"	"Suriname"	"Americas"	5.852036	-55.203827	"Paramaribo"	1	"0"	"Afro-Surinamese"	"."	"Maroons"	"."	"https://en.wikipedia.org/wiki/Afro-Surinamese_people"	"."	3	"Regular"	"Regular"	"M"	1936		"14580"	"219"	"7"	"35"	"SUR"	"SUR.7_1"	"SUR.7.7_1"	"Master��s degree in mathematics and physics (doctorandus)"	7	"."	"."
"SUR"	"Bouterse"	"SUR_2010_1"	"81f6b2a2-1e42-11e4-b4cd-db5882bf8def"	2010-08-12	2020-07-16	2010.0	2020.0	"Suriname"	"Wanica"	"Domburg"	"Suriname"	"Americas"	5.688829	-55.087933	"Dornburg"	1	"0"	"Mixed"	"."	"."	"."	"https://en.wikipedia.org/wiki/D%C3%A9si_Bouterse"	"."	3	"Regular"	"Regular"	"M"	1945	1945-10-13	"14640"	"219"	"10"	"57"	"SUR"	"SUR.10_1"	"SUR.10.2_1"	"Special military training"	5	"."	"."
"SUR"	"Chan Santokhi"	"SUR_2020_1"	"."	2020-07-16	2023-12-31	2020.0	2023.0	"Suriname"	"Wanica"	"Lelydorp"	"Suriname"	"Americas"	5.7	-55.23333	"Lelydorp"	1	"0"	"."	"."	"."	"."	"."	"."		"Regular"	"Still in Office"	"M"	1959	1959-02-03	"14636"	"219"	"10"	"61"	"SUR"	"SUR.10_1"	"SUR.10.6_1"	"Special training as police inspector"	5	"."	"."
